ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:27] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4934.29, Accuracy = 0.08, Loss = 2.298
[2019-11-27 17:27] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8271.26, Accuracy = 0.77, Loss = 0.422
[2019-11-27 17:27] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7837.53, Accuracy = 0.63, Loss = 0.563
[2019-11-27 17:27] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7493.07, Accuracy = 0.63, Loss = 0.586
[2019-11-27 17:27] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7900.27, Accuracy = 0.69, Loss = 0.549
[2019-11-27 17:27] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7680.23, Accuracy = 0.82, Loss = 0.372
[2019-11-27 17:27] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7892.03, Accuracy = 0.73, Loss = 0.397
[2019-11-27 17:27] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7596.87, Accuracy = 0.65, Loss = 0.534
[2019-11-27 17:27] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7635.66, Accuracy = 0.73, Loss = 0.402
[2019-11-27 17:27] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8030.02, Accuracy = 0.64, Loss = 0.521
[2019-11-27 17:27] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7645.99, Accuracy = 0.73, Loss = 0.451
[2019-11-27 17:27] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8367.82, Accuracy = 0.70, Loss = 0.502
[2019-11-27 17:27] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8223.50, Accuracy = 0.80, Loss = 0.339
[2019-11-27 17:27] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8122.72, Accuracy = 0.75, Loss = 0.364
[2019-11-27 17:27] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7404.20, Accuracy = 0.98, Loss = 0.184
[2019-11-27 17:27] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8035.19, Accuracy = 0.91, Loss = 0.187
[2019-11-27 17:27] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7929.33, Accuracy = 0.96, Loss = 0.282
[2019-11-27 17:27] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7535.77, Accuracy = 0.98, Loss = 0.158
[2019-11-27 17:27] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7912.15, Accuracy = 1.00, Loss = 0.120
[2019-11-27 17:27] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8189.50, Accuracy = 0.95, Loss = 0.155
[2019-11-27 17:27] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8325.77, Accuracy = 0.95, Loss = 0.199
[2019-11-27 17:27] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7613.03, Accuracy = 1.00, Loss = 0.127
[2019-11-27 17:27] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7685.39, Accuracy = 0.95, Loss = 0.160
[2019-11-27 17:27] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8321.64, Accuracy = 1.00, Loss = 0.066
[2019-11-27 17:27] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8291.44, Accuracy = 1.00, Loss = 0.120
[2019-11-27 17:27] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7406.65, Accuracy = 0.98, Loss = 0.116
[2019-11-27 17:27] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7807.33, Accuracy = 1.00, Loss = 0.047
[2019-11-27 17:27] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8190.00, Accuracy = 1.00, Loss = 0.057
[2019-11-27 17:27] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8059.31, Accuracy = 1.00, Loss = 0.074
[2019-11-27 17:27] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8580.74, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:27] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7450.75, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:27] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7897.83, Accuracy = 1.00, Loss = 0.013
[2019-11-27 17:27] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8117.68, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:27] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7964.73, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:27] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7623.08, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:27] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8049.40, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:27] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8860.28, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:27] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8558.85, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:27] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8224.63, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:27] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7689.58, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:27] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8061.49, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:27] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8245.09, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:27] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7849.22, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:27] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7832.39, Accuracy = 1.00, Loss = 0.005
----------------------------------------------INPUT LENGTH  5 ------------------------

[2019-11-27 17:27] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 6909.80, Accuracy = 0.10, Loss = 2.304
[2019-11-27 17:27] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8788.20, Accuracy = 0.16, Loss = 2.239
[2019-11-27 17:27] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7563.37, Accuracy = 0.15, Loss = 2.014
[2019-11-27 17:27] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7757.58, Accuracy = 0.17, Loss = 1.985
[2019-11-27 17:27] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7683.85, Accuracy = 0.34, Loss = 1.564
[2019-11-27 17:27] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7850.60, Accuracy = 0.26, Loss = 1.649
[2019-11-27 17:27] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7657.77, Accuracy = 0.20, Loss = 1.629
[2019-11-27 17:27] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7929.33, Accuracy = 0.40, Loss = 1.466
[2019-11-27 17:27] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8389.92, Accuracy = 0.38, Loss = 1.305
[2019-11-27 17:27] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7454.37, Accuracy = 0.34, Loss = 1.403
[2019-11-27 17:27] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8037.35, Accuracy = 0.34, Loss = 1.270
[2019-11-27 17:27] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8406.47, Accuracy = 0.38, Loss = 1.227
[2019-11-27 17:27] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7685.94, Accuracy = 0.39, Loss = 1.193
[2019-11-27 17:27] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7912.50, Accuracy = 0.42, Loss = 1.138
[2019-11-27 17:27] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7517.73, Accuracy = 0.47, Loss = 1.048
[2019-11-27 17:27] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8046.39, Accuracy = 0.38, Loss = 1.109
[2019-11-27 17:27] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8258.41, Accuracy = 0.48, Loss = 0.963
[2019-11-27 17:27] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8070.33, Accuracy = 0.47, Loss = 0.938
[2019-11-27 17:27] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8189.63, Accuracy = 0.52, Loss = 0.913
[2019-11-27 17:27] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7371.56, Accuracy = 0.50, Loss = 0.942
[2019-11-27 17:27] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7573.83, Accuracy = 0.65, Loss = 0.831
[2019-11-27 17:27] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7937.77, Accuracy = 0.68, Loss = 0.783
[2019-11-27 17:28] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7728.99, Accuracy = 0.73, Loss = 0.704
[2019-11-27 17:28] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7950.70, Accuracy = 0.80, Loss = 0.677
[2019-11-27 17:28] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7498.93, Accuracy = 0.88, Loss = 0.597
[2019-11-27 17:28] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8011.68, Accuracy = 0.86, Loss = 0.622
[2019-11-27 17:28] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7664.33, Accuracy = 0.88, Loss = 0.582
[2019-11-27 17:28] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7876.28, Accuracy = 0.91, Loss = 0.519
[2019-11-27 17:28] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7974.79, Accuracy = 0.91, Loss = 0.507
[2019-11-27 17:28] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8519.73, Accuracy = 0.92, Loss = 0.519
[2019-11-27 17:28] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7822.57, Accuracy = 0.95, Loss = 0.436
[2019-11-27 17:28] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7797.01, Accuracy = 0.88, Loss = 0.437
[2019-11-27 17:28] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8745.25, Accuracy = 0.94, Loss = 0.392
[2019-11-27 17:28] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7709.79, Accuracy = 0.95, Loss = 0.374
[2019-11-27 17:28] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7799.84, Accuracy = 0.99, Loss = 0.331
[2019-11-27 17:28] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7562.73, Accuracy = 0.98, Loss = 0.302
[2019-11-27 17:28] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8042.89, Accuracy = 0.99, Loss = 0.285
[2019-11-27 17:28] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7678.58, Accuracy = 0.99, Loss = 0.292
[2019-11-27 17:28] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8258.15, Accuracy = 0.98, Loss = 0.253
[2019-11-27 17:28] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 9393.08, Accuracy = 1.00, Loss = 0.260
[2019-11-27 17:28] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8095.28, Accuracy = 1.00, Loss = 0.219
[2019-11-27 17:28] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7467.02, Accuracy = 1.00, Loss = 0.198
[2019-11-27 17:28] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7774.65, Accuracy = 1.00, Loss = 0.189
[2019-11-27 17:28] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8080.05, Accuracy = 1.00, Loss = 0.161
[2019-11-27 17:28] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8482.71, Accuracy = 1.00, Loss = 0.139
[2019-11-27 17:28] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8087.72, Accuracy = 1.00, Loss = 0.170
[2019-11-27 17:28] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8009.17, Accuracy = 1.00, Loss = 0.152
[2019-11-27 17:28] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8158.76, Accuracy = 0.99, Loss = 0.140
[2019-11-27 17:28] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7692.33, Accuracy = 0.90, Loss = 0.258
[2019-11-27 17:28] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7739.68, Accuracy = 0.95, Loss = 0.198
[2019-11-27 17:28] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8009.17, Accuracy = 0.98, Loss = 0.144
[2019-11-27 17:28] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7539.37, Accuracy = 1.00, Loss = 0.127
[2019-11-27 17:28] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7703.70, Accuracy = 1.00, Loss = 0.103
[2019-11-27 17:28] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8324.61, Accuracy = 0.95, Loss = 0.178
[2019-11-27 17:28] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7992.12, Accuracy = 0.96, Loss = 0.155
[2019-11-27 17:28] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7630.78, Accuracy = 1.00, Loss = 0.132
[2019-11-27 17:28] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7835.82, Accuracy = 1.00, Loss = 0.093
[2019-11-27 17:28] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7619.08, Accuracy = 1.00, Loss = 0.070
[2019-11-27 17:28] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7869.58, Accuracy = 0.98, Loss = 0.146
[2019-11-27 17:28] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7430.33, Accuracy = 1.00, Loss = 0.131
[2019-11-27 17:28] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8398.19, Accuracy = 0.98, Loss = 0.104
[2019-11-27 17:28] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8046.39, Accuracy = 1.00, Loss = 0.056
[2019-11-27 17:28] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7690.68, Accuracy = 0.99, Loss = 0.074
[2019-11-27 17:28] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7458.41, Accuracy = 1.00, Loss = 0.055
[2019-11-27 17:28] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7715.55, Accuracy = 1.00, Loss = 0.077
[2019-11-27 17:28] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7976.21, Accuracy = 1.00, Loss = 0.063
[2019-11-27 17:28] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7271.52, Accuracy = 0.99, Loss = 0.083
[2019-11-27 17:28] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7464.11, Accuracy = 1.00, Loss = 0.054
[2019-11-27 17:28] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8225.89, Accuracy = 0.97, Loss = 0.125
[2019-11-27 17:28] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7792.48, Accuracy = 1.00, Loss = 0.035
[2019-11-27 17:28] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7987.96, Accuracy = 1.00, Loss = 0.018
[2019-11-27 17:28] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8238.13, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:28] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7763.64, Accuracy = 1.00, Loss = 0.015
[2019-11-27 17:28] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7831.93, Accuracy = 1.00, Loss = 0.013
[2019-11-27 17:28] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7497.36, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:28] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7923.36, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:28] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8122.96, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:28] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8258.79, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:28] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7993.43, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:28] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7828.85, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:28] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7753.21, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:28] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8058.58, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:28] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7798.71, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:28] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7583.89, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:28] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8423.22, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:28] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8114.49, Accuracy = 1.00, Loss = 0.006
----------------------------------------------INPUT LENGTH  5 ------------------------

[2019-11-27 17:28] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 6255.71, Accuracy = 0.12, Loss = 2.300
[2019-11-27 17:28] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7833.07, Accuracy = 0.15, Loss = 2.222
