ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:40] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 6599.36, Accuracy = 0.09, Loss = 2.320
[2019-11-27 17:40] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25025.45, Accuracy = 0.66, Loss = 0.589
[2019-11-27 17:40] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19074.50, Accuracy = 0.91, Loss = 0.476
[2019-11-27 17:40] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24549.40, Accuracy = 0.60, Loss = 0.608
[2019-11-27 17:40] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24817.22, Accuracy = 0.94, Loss = 0.378
[2019-11-27 17:40] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22591.77, Accuracy = 0.82, Loss = 0.455
[2019-11-27 17:40] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24665.58, Accuracy = 0.68, Loss = 0.488
[2019-11-27 17:40] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24611.30, Accuracy = 0.84, Loss = 0.464
[2019-11-27 17:40] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24851.68, Accuracy = 0.92, Loss = 0.379
[2019-11-27 17:40] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25079.22, Accuracy = 0.84, Loss = 0.369
[2019-11-27 17:40] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24410.99, Accuracy = 0.80, Loss = 0.366
[2019-11-27 17:40] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24326.93, Accuracy = 0.83, Loss = 0.379
[2019-11-27 17:40] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24494.52, Accuracy = 0.81, Loss = 0.379
[2019-11-27 17:40] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25119.12, Accuracy = 1.00, Loss = 0.249
[2019-11-27 17:40] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22611.76, Accuracy = 0.70, Loss = 0.450
[2019-11-27 17:40] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24310.40, Accuracy = 0.78, Loss = 0.402
[2019-11-27 17:40] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24334.64, Accuracy = 0.91, Loss = 0.328
[2019-11-27 17:40] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23018.95, Accuracy = 0.99, Loss = 0.323
[2019-11-27 17:40] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24860.89, Accuracy = 0.98, Loss = 0.236
[2019-11-27 17:40] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24556.14, Accuracy = 0.85, Loss = 0.317
[2019-11-27 17:40] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24611.30, Accuracy = 0.87, Loss = 0.296
[2019-11-27 17:40] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22205.85, Accuracy = 0.85, Loss = 0.311
[2019-11-27 17:40] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24993.99, Accuracy = 0.91, Loss = 0.231
[2019-11-27 17:40] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24625.98, Accuracy = 0.97, Loss = 0.280
[2019-11-27 17:40] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24353.41, Accuracy = 0.96, Loss = 0.265
[2019-11-27 17:40] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25005.63, Accuracy = 1.00, Loss = 0.189
[2019-11-27 17:40] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24570.75, Accuracy = 0.99, Loss = 0.255
[2019-11-27 17:40] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24511.30, Accuracy = 0.96, Loss = 0.191
[2019-11-27 17:40] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24414.32, Accuracy = 0.95, Loss = 0.219
[2019-11-27 17:40] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24613.56, Accuracy = 0.96, Loss = 0.205
[2019-11-27 17:40] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22424.75, Accuracy = 0.95, Loss = 0.199
[2019-11-27 17:40] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24562.88, Accuracy = 0.99, Loss = 0.178
[2019-11-27 17:40] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24314.81, Accuracy = 0.84, Loss = 0.243
[2019-11-27 17:40] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20836.41, Accuracy = 1.00, Loss = 0.146
[2019-11-27 17:40] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25003.30, Accuracy = 0.98, Loss = 0.145
[2019-11-27 17:40] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24433.21, Accuracy = 0.95, Loss = 0.195
[2019-11-27 17:40] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24500.11, Accuracy = 1.00, Loss = 0.150
[2019-11-27 17:40] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22265.71, Accuracy = 0.97, Loss = 0.192
[2019-11-27 17:40] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25049.97, Accuracy = 1.00, Loss = 0.141
[2019-11-27 17:40] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24933.63, Accuracy = 1.00, Loss = 0.110
[2019-11-27 17:40] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25094.46, Accuracy = 0.91, Loss = 0.156
[2019-11-27 17:40] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24613.56, Accuracy = 0.88, Loss = 0.220
[2019-11-27 17:40] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24302.70, Accuracy = 0.91, Loss = 0.180
[2019-11-27 17:40] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24762.28, Accuracy = 1.00, Loss = 0.076
[2019-11-27 17:40] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24014.62, Accuracy = 0.89, Loss = 0.191
[2019-11-27 17:40] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24142.05, Accuracy = 1.00, Loss = 0.121
[2019-11-27 17:40] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22481.09, Accuracy = 0.95, Loss = 0.126
[2019-11-27 17:40] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25075.71, Accuracy = 1.00, Loss = 0.096
[2019-11-27 17:40] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23946.07, Accuracy = 0.94, Loss = 0.131
[2019-11-27 17:40] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24842.48, Accuracy = 1.00, Loss = 0.059
[2019-11-27 17:40] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24355.62, Accuracy = 1.00, Loss = 0.108
[2019-11-27 17:40] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24973.06, Accuracy = 1.00, Loss = 0.088
[2019-11-27 17:40] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25018.45, Accuracy = 1.00, Loss = 0.055
[2019-11-27 17:40] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22629.86, Accuracy = 1.00, Loss = 0.095
[2019-11-27 17:40] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24265.35, Accuracy = 0.92, Loss = 0.150
[2019-11-27 17:40] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24978.87, Accuracy = 0.99, Loss = 0.075
[2019-11-27 17:40] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24955.65, Accuracy = 1.00, Loss = 0.083
[2019-11-27 17:40] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22207.69, Accuracy = 1.00, Loss = 0.082
[2019-11-27 17:40] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24295.00, Accuracy = 0.98, Loss = 0.085
[2019-11-27 17:40] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24565.13, Accuracy = 1.00, Loss = 0.070
[2019-11-27 17:40] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24933.63, Accuracy = 1.00, Loss = 0.073
[2019-11-27 17:40] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25042.96, Accuracy = 1.00, Loss = 0.041
[2019-11-27 17:40] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22895.26, Accuracy = 1.00, Loss = 0.022
[2019-11-27 17:40] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24892.01, Accuracy = 1.00, Loss = 0.022
[2019-11-27 17:40] Train Step 0810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24904.71, Accuracy = 1.00, Loss = 0.020
[2019-11-27 17:40] Train Step 0820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24867.80, Accuracy = 1.00, Loss = 0.018
[2019-11-27 17:40] Train Step 0830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24758.85, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:40] Train Step 0840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25105.02, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:40] Train Step 0850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24827.55, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:40] Train Step 0860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22772.89, Accuracy = 1.00, Loss = 0.013
[2019-11-27 17:40] Train Step 0870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24993.99, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:40] Train Step 0880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24551.65, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:40] Train Step 0890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 25080.39, Accuracy = 1.00, Loss = 0.013
[2019-11-27 17:40] Train Step 0900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24619.20, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:40] Train Step 0910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24976.55, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:40] Train Step 0920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24879.32, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:40] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24866.65, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:40] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24881.63, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:40] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22653.74, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:40] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24886.24, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:40] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24549.40, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:40] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24894.32, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:40] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24683.72, Accuracy = 1.00, Loss = 0.005
[2019-11-27 17:40] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24990.50, Accuracy = 1.00, Loss = 0.007
----------------------------------------------INPUT LENGTH  5 ------------------------

[2019-11-27 17:40] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11206.52, Accuracy = 0.14, Loss = 2.308
[2019-11-27 17:40] Train Step 0010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23905.55, Accuracy = 0.22, Loss = 1.857
[2019-11-27 17:40] Train Step 0020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23956.76, Accuracy = 0.37, Loss = 1.611
[2019-11-27 17:41] Train Step 0030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24177.93, Accuracy = 0.34, Loss = 1.465
[2019-11-27 17:41] Train Step 0040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20211.23, Accuracy = 0.41, Loss = 1.307
[2019-11-27 17:41] Train Step 0050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24236.87, Accuracy = 0.67, Loss = 1.111
[2019-11-27 17:41] Train Step 0060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24194.27, Accuracy = 0.58, Loss = 1.123
[2019-11-27 17:41] Train Step 0070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23705.00, Accuracy = 0.70, Loss = 0.969
[2019-11-27 17:41] Train Step 0080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23574.89, Accuracy = 0.64, Loss = 0.974
[2019-11-27 17:41] Train Step 0090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24099.79, Accuracy = 0.68, Loss = 0.853
[2019-11-27 17:41] Train Step 0100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23942.87, Accuracy = 0.80, Loss = 0.783
[2019-11-27 17:41] Train Step 0110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23914.07, Accuracy = 0.65, Loss = 0.830
[2019-11-27 17:41] Train Step 0120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24076.01, Accuracy = 0.79, Loss = 0.671
[2019-11-27 17:41] Train Step 0130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24179.02, Accuracy = 0.77, Loss = 0.699
[2019-11-27 17:41] Train Step 0140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23467.71, Accuracy = 0.75, Loss = 0.660
[2019-11-27 17:41] Train Step 0150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23966.38, Accuracy = 0.75, Loss = 0.635
[2019-11-27 17:41] Train Step 0160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23622.60, Accuracy = 0.70, Loss = 0.593
[2019-11-27 17:41] Train Step 0170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23623.64, Accuracy = 0.69, Loss = 0.604
[2019-11-27 17:41] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23665.30, Accuracy = 0.83, Loss = 0.555
[2019-11-27 17:41] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24204.09, Accuracy = 0.86, Loss = 0.487
[2019-11-27 17:41] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23819.64, Accuracy = 0.77, Loss = 0.494
[2019-11-27 17:41] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23647.58, Accuracy = 0.83, Loss = 0.452
[2019-11-27 17:41] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23793.25, Accuracy = 0.87, Loss = 0.436
[2019-11-27 17:41] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23732.25, Accuracy = 0.78, Loss = 0.492
[2019-11-27 17:41] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22995.28, Accuracy = 0.91, Loss = 0.384
[2019-11-27 17:41] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23688.27, Accuracy = 0.91, Loss = 0.380
[2019-11-27 17:41] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23806.97, Accuracy = 0.87, Loss = 0.393
[2019-11-27 17:41] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23631.96, Accuracy = 0.95, Loss = 0.338
[2019-11-27 17:41] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23653.83, Accuracy = 0.88, Loss = 0.322
[2019-11-27 17:41] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23601.83, Accuracy = 0.77, Loss = 0.411
[2019-11-27 17:41] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23580.06, Accuracy = 0.94, Loss = 0.349
[2019-11-27 17:41] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23287.54, Accuracy = 0.91, Loss = 0.321
[2019-11-27 17:41] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23447.22, Accuracy = 0.86, Loss = 0.373
[2019-11-27 17:41] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23817.53, Accuracy = 0.84, Loss = 0.365
[2019-11-27 17:41] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23600.80, Accuracy = 0.96, Loss = 0.322
[2019-11-27 17:41] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23706.05, Accuracy = 0.83, Loss = 0.309
[2019-11-27 17:41] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23503.67, Accuracy = 0.93, Loss = 0.276
[2019-11-27 17:41] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23710.24, Accuracy = 0.95, Loss = 0.317
[2019-11-27 17:41] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23672.60, Accuracy = 0.87, Loss = 0.304
[2019-11-27 17:41] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23703.96, Accuracy = 0.75, Loss = 0.366
[2019-11-27 17:41] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23608.06, Accuracy = 0.99, Loss = 0.232
[2019-11-27 17:41] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23644.45, Accuracy = 0.92, Loss = 0.253
[2019-11-27 17:41] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23756.40, Accuracy = 0.88, Loss = 0.270
[2019-11-27 17:41] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23755.35, Accuracy = 0.95, Loss = 0.231
[2019-11-27 17:41] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23628.84, Accuracy = 0.97, Loss = 0.222
[2019-11-27 17:41] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23650.70, Accuracy = 0.88, Loss = 0.259
[2019-11-27 17:41] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23673.64, Accuracy = 0.98, Loss = 0.237
[2019-11-27 17:41] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23650.70, Accuracy = 0.95, Loss = 0.236
[2019-11-27 17:41] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23648.62, Accuracy = 0.88, Loss = 0.236
[2019-11-27 17:41] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23687.22, Accuracy = 0.96, Loss = 0.217
[2019-11-27 17:41] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23581.10, Accuracy = 0.91, Loss = 0.191
[2019-11-27 17:41] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23722.81, Accuracy = 0.98, Loss = 0.165
[2019-11-27 17:41] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23756.40, Accuracy = 0.96, Loss = 0.190
[2019-11-27 17:41] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23595.61, Accuracy = 0.90, Loss = 0.172
[2019-11-27 17:41] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24203.00, Accuracy = 1.00, Loss = 0.104
[2019-11-27 17:41] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23750.10, Accuracy = 0.93, Loss = 0.166
[2019-11-27 17:41] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23433.91, Accuracy = 0.83, Loss = 0.268
[2019-11-27 17:41] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23553.17, Accuracy = 1.00, Loss = 0.147
[2019-11-27 17:41] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23667.38, Accuracy = 0.88, Loss = 0.199
[2019-11-27 17:41] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23554.20, Accuracy = 1.00, Loss = 0.160
[2019-11-27 17:41] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23585.24, Accuracy = 0.92, Loss = 0.166
[2019-11-27 17:41] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23616.37, Accuracy = 1.00, Loss = 0.119
[2019-11-27 17:41] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23469.77, Accuracy = 0.98, Loss = 0.135
[2019-11-27 17:41] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23226.08, Accuracy = 0.98, Loss = 0.127
[2019-11-27 17:41] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23663.21, Accuracy = 0.96, Loss = 0.149
[2019-11-27 17:41] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23538.71, Accuracy = 0.99, Loss = 0.138
[2019-11-27 17:41] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19384.42, Accuracy = 0.95, Loss = 0.140
[2019-11-27 17:41] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23590.43, Accuracy = 0.95, Loss = 0.141
[2019-11-27 17:41] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23440.05, Accuracy = 0.89, Loss = 0.161
[2019-11-27 17:41] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23321.93, Accuracy = 1.00, Loss = 0.116
[2019-11-27 17:41] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23274.41, Accuracy = 0.97, Loss = 0.097
[2019-11-27 17:41] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23667.38, Accuracy = 1.00, Loss = 0.089
[2019-11-27 17:41] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23740.64, Accuracy = 0.99, Loss = 0.076
[2019-11-27 17:41] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24097.62, Accuracy = 1.00, Loss = 0.049
[2019-11-27 17:41] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23349.32, Accuracy = 1.00, Loss = 0.065
[2019-11-27 17:41] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23623.64, Accuracy = 0.99, Loss = 0.091
[2019-11-27 17:41] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 23476.95, Accuracy = 0.98, Loss = 0.079
[2019-11-27 17:41] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24086.81, Accuracy = 1.00, Loss = 0.020
[2019-11-27 17:41] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24007.11, Accuracy = 1.00, Loss = 0.019
[2019-11-27 17:41] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24032.90, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:41] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 24126.86, Accuracy = 1.00, Loss = 0.015
