ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5  iteration  0  ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-28 15:08] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 1840.11, Accuracy = 0.15, Loss = 2.301
[2019-11-28 15:08] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8104.81, Accuracy = 0.48, Loss = 1.048
[2019-11-28 15:08] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8084.67, Accuracy = 0.57, Loss = 0.979
[2019-11-28 15:08] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7759.82, Accuracy = 0.64, Loss = 0.909
[2019-11-28 15:08] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8050.37, Accuracy = 0.59, Loss = 0.904
[2019-11-28 15:08] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7735.33, Accuracy = 0.69, Loss = 0.848
[2019-11-28 15:08] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8375.13, Accuracy = 0.76, Loss = 0.785
[2019-11-28 15:08] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8227.02, Accuracy = 0.72, Loss = 0.770
[2019-11-28 15:08] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7856.23, Accuracy = 0.80, Loss = 0.725
[2019-11-28 15:08] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7656.79, Accuracy = 0.77, Loss = 0.714
[2019-11-28 15:08] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8134.28, Accuracy = 0.81, Loss = 0.683
[2019-11-28 15:08] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8298.62, Accuracy = 0.80, Loss = 0.682
[2019-11-28 15:08] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8375.52, Accuracy = 0.68, Loss = 0.686
[2019-11-28 15:08] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7709.12, Accuracy = 0.71, Loss = 0.698
[2019-11-28 15:08] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8095.04, Accuracy = 0.68, Loss = 0.675
[2019-11-28 15:08] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8115.10, Accuracy = 0.67, Loss = 0.713
[2019-11-28 15:08] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7744.15, Accuracy = 0.58, Loss = 0.707
[2019-11-28 15:08] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8024.74, Accuracy = 0.55, Loss = 0.747
[2019-11-28 15:08] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8055.56, Accuracy = 0.55, Loss = 0.724
[2019-11-28 15:08] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8194.13, Accuracy = 0.75, Loss = 0.519
[2019-11-28 15:08] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8078.59, Accuracy = 0.68, Loss = 0.565
[2019-11-28 15:08] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8172.17, Accuracy = 0.59, Loss = 0.662
[2019-11-28 15:08] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8476.82, Accuracy = 0.62, Loss = 0.611
[2019-11-28 15:08] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8504.35, Accuracy = 0.58, Loss = 0.656
[2019-11-28 15:08] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8259.55, Accuracy = 0.77, Loss = 0.489
[2019-11-28 15:08] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8116.58, Accuracy = 0.66, Loss = 0.646
[2019-11-28 15:08] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7984.99, Accuracy = 0.70, Loss = 0.525
[2019-11-28 15:08] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7873.05, Accuracy = 0.67, Loss = 0.628
[2019-11-28 15:08] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7767.79, Accuracy = 0.99, Loss = 0.284
[2019-11-28 15:08] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8052.54, Accuracy = 0.93, Loss = 0.354
[2019-11-28 15:08] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7951.99, Accuracy = 0.85, Loss = 0.386
[2019-11-28 15:08] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8171.30, Accuracy = 0.80, Loss = 0.408
[2019-11-28 15:08] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8038.43, Accuracy = 0.69, Loss = 0.517
[2019-11-28 15:08] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8385.86, Accuracy = 0.77, Loss = 0.428
[2019-11-28 15:08] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7520.15, Accuracy = 0.79, Loss = 0.403
[2019-11-28 15:08] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7882.29, Accuracy = 0.80, Loss = 0.383
[2019-11-28 15:08] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7475.54, Accuracy = 0.88, Loss = 0.266
[2019-11-28 15:08] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7999.86, Accuracy = 0.86, Loss = 0.289
[2019-11-28 15:08] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7760.49, Accuracy = 0.83, Loss = 0.375
[2019-11-28 15:08] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7813.24, Accuracy = 1.00, Loss = 0.172
[2019-11-28 15:08] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7982.26, Accuracy = 0.97, Loss = 0.194
[2019-11-28 15:08] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7475.02, Accuracy = 0.89, Loss = 0.305
[2019-11-28 15:08] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7968.64, Accuracy = 0.98, Loss = 0.204
[2019-11-28 15:08] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8187.50, Accuracy = 0.88, Loss = 0.261
[2019-11-28 15:08] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7740.58, Accuracy = 0.99, Loss = 0.199
[2019-11-28 15:08] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8365.73, Accuracy = 1.00, Loss = 0.168
[2019-11-28 15:08] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7945.87, Accuracy = 0.92, Loss = 0.174
[2019-11-28 15:08] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8557.35, Accuracy = 1.00, Loss = 0.115
[2019-11-28 15:08] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 10584.58, Accuracy = 1.00, Loss = 0.128
[2019-11-28 15:08] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8136.26, Accuracy = 1.00, Loss = 0.120
[2019-11-28 15:08] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8058.95, Accuracy = 1.00, Loss = 0.042
[2019-11-28 15:08] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8272.79, Accuracy = 1.00, Loss = 0.024
[2019-11-28 15:08] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8653.21, Accuracy = 1.00, Loss = 0.022
[2019-11-28 15:08] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7916.35, Accuracy = 1.00, Loss = 0.020
[2019-11-28 15:08] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7846.24, Accuracy = 1.00, Loss = 0.018
[2019-11-28 15:08] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8561.99, Accuracy = 1.00, Loss = 0.017
[2019-11-28 15:08] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 9154.90, Accuracy = 1.00, Loss = 0.016
[2019-11-28 15:08] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7971.00, Accuracy = 1.00, Loss = 0.014
[2019-11-28 15:08] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7831.47, Accuracy = 1.00, Loss = 0.013
[2019-11-28 15:08] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7747.17, Accuracy = 1.00, Loss = 0.012
[2019-11-28 15:08] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8156.53, Accuracy = 1.00, Loss = 0.012
[2019-11-28 15:08] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8151.70, Accuracy = 1.00, Loss = 0.010
[2019-11-28 15:08] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8128.25, Accuracy = 1.00, Loss = 0.009
[2019-11-28 15:08] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8394.38, Accuracy = 1.00, Loss = 0.009
[2019-11-28 15:08] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8433.41, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:08] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7944.93, Accuracy = 1.00, Loss = 0.007
[2019-11-28 15:08] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7991.05, Accuracy = 1.00, Loss = 0.007
[2019-11-28 15:08] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8767.24, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:08] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7931.67, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:08] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7874.66, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:08] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7852.55, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:08] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7830.56, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:08] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8532.46, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:08] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7633.05, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:08] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7954.47, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:08] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8159.26, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:08] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7873.51, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:08] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8389.79, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:08] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7827.93, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:08] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 9451.79, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:08] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7951.76, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:08] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7971.36, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7983.09, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:08] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8460.52, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8512.84, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8598.60, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8127.02, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7852.43, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8414.90, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 10049.43, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8394.90, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:08] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8071.55, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:08] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7805.06, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:08] Train Step 1040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8313.66, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:08] Train Step 1050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8398.45, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:08] Train Step 1060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8062.21, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:08] Train Step 1070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8298.75, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:08] Train Step 1080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8290.03, Accuracy = 1.00, Loss = 0.001
----------------------------------------------INPUT LENGTH  5  iteration  1  ------------------------

[2019-11-28 15:08] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8212.05, Accuracy = 0.13, Loss = 2.303
[2019-11-28 15:08] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8097.60, Accuracy = 0.24, Loss = 2.213
[2019-11-28 15:08] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8413.98, Accuracy = 0.09, Loss = 2.226
[2019-11-28 15:08] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8048.07, Accuracy = 0.16, Loss = 2.043
[2019-11-28 15:08] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7923.48, Accuracy = 0.25, Loss = 1.623
[2019-11-28 15:08] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7622.76, Accuracy = 0.27, Loss = 1.682
[2019-11-28 15:08] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8472.81, Accuracy = 0.22, Loss = 1.558
[2019-11-28 15:08] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7905.74, Accuracy = 0.35, Loss = 1.458
[2019-11-28 15:08] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8527.04, Accuracy = 0.36, Loss = 1.304
[2019-11-28 15:08] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7892.26, Accuracy = 0.40, Loss = 1.316
[2019-11-28 15:08] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8174.91, Accuracy = 0.29, Loss = 1.334
[2019-11-28 15:08] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7825.88, Accuracy = 0.40, Loss = 1.218
[2019-11-28 15:08] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7741.02, Accuracy = 0.41, Loss = 1.178
[2019-11-28 15:08] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8244.97, Accuracy = 0.45, Loss = 1.101
[2019-11-28 15:08] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7608.93, Accuracy = 0.53, Loss = 1.009
[2019-11-28 15:08] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7843.37, Accuracy = 0.42, Loss = 1.050
[2019-11-28 15:08] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8084.07, Accuracy = 0.60, Loss = 0.927
[2019-11-28 15:08] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8047.11, Accuracy = 0.66, Loss = 0.900
[2019-11-28 15:08] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8016.11, Accuracy = 0.63, Loss = 0.866
[2019-11-28 15:08] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7916.23, Accuracy = 0.60, Loss = 0.877
[2019-11-28 15:08] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7758.36, Accuracy = 0.73, Loss = 0.822
[2019-11-28 15:08] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7505.74, Accuracy = 0.71, Loss = 0.768
[2019-11-28 15:08] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8293.75, Accuracy = 0.81, Loss = 0.698
[2019-11-28 15:08] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8318.16, Accuracy = 0.84, Loss = 0.676
[2019-11-28 15:08] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8041.68, Accuracy = 0.90, Loss = 0.600
[2019-11-28 15:08] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7992.12, Accuracy = 0.67, Loss = 0.760
[2019-11-28 15:08] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7976.45, Accuracy = 0.63, Loss = 0.726
[2019-11-28 15:08] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7995.69, Accuracy = 0.79, Loss = 0.615
[2019-11-28 15:08] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8052.18, Accuracy = 0.75, Loss = 0.652
[2019-11-28 15:08] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7626.44, Accuracy = 0.75, Loss = 0.668
[2019-11-28 15:08] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8624.85, Accuracy = 0.82, Loss = 0.590
[2019-11-28 15:08] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7959.89, Accuracy = 0.81, Loss = 0.585
[2019-11-28 15:08] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7964.85, Accuracy = 0.83, Loss = 0.548
[2019-11-28 15:08] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8317.26, Accuracy = 0.90, Loss = 0.494
[2019-11-28 15:08] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8362.48, Accuracy = 0.92, Loss = 0.462
[2019-11-28 15:08] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7624.92, Accuracy = 0.91, Loss = 0.431
[2019-11-28 15:08] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7915.06, Accuracy = 0.94, Loss = 0.395
[2019-11-28 15:08] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7873.74, Accuracy = 0.94, Loss = 0.397
[2019-11-28 15:08] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7474.71, Accuracy = 0.95, Loss = 0.399
[2019-11-28 15:08] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7913.55, Accuracy = 0.97, Loss = 0.429
[2019-11-28 15:08] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7876.97, Accuracy = 0.93, Loss = 0.412
[2019-11-28 15:08] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7812.10, Accuracy = 0.98, Loss = 0.329
[2019-11-28 15:08] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8351.03, Accuracy = 0.97, Loss = 0.288
[2019-11-28 15:08] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7623.52, Accuracy = 0.98, Loss = 0.246
[2019-11-28 15:08] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7887.50, Accuracy = 0.99, Loss = 0.234
[2019-11-28 15:08] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8365.99, Accuracy = 1.00, Loss = 0.229
[2019-11-28 15:08] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8083.09, Accuracy = 1.00, Loss = 0.216
[2019-11-28 15:08] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7583.14, Accuracy = 1.00, Loss = 0.224
[2019-11-28 15:08] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7611.09, Accuracy = 0.98, Loss = 0.230
[2019-11-28 15:08] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8010.97, Accuracy = 1.00, Loss = 0.197
[2019-11-28 15:08] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8173.92, Accuracy = 1.00, Loss = 0.174
[2019-11-28 15:08] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7778.60, Accuracy = 1.00, Loss = 0.174
[2019-11-28 15:08] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7905.04, Accuracy = 1.00, Loss = 0.161
[2019-11-28 15:08] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8547.67, Accuracy = 1.00, Loss = 0.131
[2019-11-28 15:08] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8415.43, Accuracy = 0.98, Loss = 0.192
[2019-11-28 15:08] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8182.39, Accuracy = 0.98, Loss = 0.159
[2019-11-28 15:08] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7744.71, Accuracy = 1.00, Loss = 0.141
[2019-11-28 15:08] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7755.22, Accuracy = 1.00, Loss = 0.112
[2019-11-28 15:08] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8092.72, Accuracy = 1.00, Loss = 0.122
[2019-11-28 15:08] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7950.93, Accuracy = 0.98, Loss = 0.162
[2019-11-28 15:08] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8309.67, Accuracy = 1.00, Loss = 0.129
[2019-11-28 15:08] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8520.41, Accuracy = 1.00, Loss = 0.083
[2019-11-28 15:08] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7604.94, Accuracy = 0.98, Loss = 0.145
[2019-11-28 15:08] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8287.22, Accuracy = 0.99, Loss = 0.122
[2019-11-28 15:08] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7797.80, Accuracy = 1.00, Loss = 0.093
[2019-11-28 15:08] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8258.66, Accuracy = 1.00, Loss = 0.091
[2019-11-28 15:08] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8220.22, Accuracy = 1.00, Loss = 0.077
[2019-11-28 15:08] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7978.11, Accuracy = 0.98, Loss = 0.089
[2019-11-28 15:08] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8310.31, Accuracy = 1.00, Loss = 0.066
[2019-11-28 15:08] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7956.47, Accuracy = 0.95, Loss = 0.139
