ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:40] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 6207.89, Accuracy = 0.15, Loss = 2.301
[2019-11-27 17:41] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7683.41, Accuracy = 0.72, Loss = 0.770
[2019-11-27 17:41] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8237.63, Accuracy = 0.80, Loss = 0.725
[2019-11-27 17:41] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7405.52, Accuracy = 0.77, Loss = 0.714
[2019-11-27 17:41] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7361.35, Accuracy = 0.81, Loss = 0.683
[2019-11-27 17:41] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7554.43, Accuracy = 0.80, Loss = 0.682
[2019-11-27 17:41] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7922.31, Accuracy = 0.68, Loss = 0.686
[2019-11-27 17:41] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8121.24, Accuracy = 0.71, Loss = 0.698
[2019-11-27 17:41] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8256.63, Accuracy = 0.68, Loss = 0.675
[2019-11-27 17:41] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7992.60, Accuracy = 0.67, Loss = 0.713
[2019-11-27 17:41] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7810.85, Accuracy = 0.58, Loss = 0.707
[2019-11-27 17:41] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7848.42, Accuracy = 0.55, Loss = 0.747
[2019-11-27 17:41] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7296.82, Accuracy = 0.55, Loss = 0.724
[2019-11-27 17:41] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7493.91, Accuracy = 0.75, Loss = 0.519
[2019-11-27 17:41] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7989.86, Accuracy = 0.68, Loss = 0.565
[2019-11-27 17:41] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7567.85, Accuracy = 0.59, Loss = 0.662
[2019-11-27 17:41] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7803.92, Accuracy = 0.62, Loss = 0.611
[2019-11-27 17:41] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7745.60, Accuracy = 0.58, Loss = 0.656
[2019-11-27 17:41] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7391.25, Accuracy = 0.77, Loss = 0.489
[2019-11-27 17:41] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7604.51, Accuracy = 0.66, Loss = 0.646
[2019-11-27 17:41] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7524.68, Accuracy = 0.70, Loss = 0.525
[2019-11-27 17:41] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7685.06, Accuracy = 0.67, Loss = 0.628
[2019-11-27 17:41] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7961.07, Accuracy = 0.99, Loss = 0.284
[2019-11-27 17:41] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8324.35, Accuracy = 0.93, Loss = 0.354
[2019-11-27 17:41] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7995.46, Accuracy = 0.85, Loss = 0.386
[2019-11-27 17:41] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8243.83, Accuracy = 0.80, Loss = 0.408
[2019-11-27 17:41] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7758.92, Accuracy = 0.69, Loss = 0.517
[2019-11-27 17:41] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8062.70, Accuracy = 0.77, Loss = 0.428
[2019-11-27 17:41] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7313.92, Accuracy = 0.79, Loss = 0.403
[2019-11-27 17:41] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8061.73, Accuracy = 0.80, Loss = 0.383
[2019-11-27 17:41] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8075.07, Accuracy = 0.88, Loss = 0.266
[2019-11-27 17:41] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7513.31, Accuracy = 0.86, Loss = 0.289
[2019-11-27 17:41] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7539.47, Accuracy = 0.83, Loss = 0.375
[2019-11-27 17:41] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7809.26, Accuracy = 1.00, Loss = 0.172
[2019-11-27 17:41] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7431.56, Accuracy = 0.97, Loss = 0.194
[2019-11-27 17:41] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7928.04, Accuracy = 0.89, Loss = 0.305
[2019-11-27 17:41] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7702.37, Accuracy = 0.98, Loss = 0.204
[2019-11-27 17:41] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7452.81, Accuracy = 0.88, Loss = 0.261
[2019-11-27 17:41] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7689.58, Accuracy = 0.99, Loss = 0.199
[2019-11-27 17:41] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7750.75, Accuracy = 1.00, Loss = 0.168
[2019-11-27 17:41] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7540.75, Accuracy = 0.92, Loss = 0.174
[2019-11-27 17:41] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7858.07, Accuracy = 1.00, Loss = 0.115
[2019-11-27 17:41] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7795.54, Accuracy = 1.00, Loss = 0.128
[2019-11-27 17:41] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7647.52, Accuracy = 1.00, Loss = 0.120
[2019-11-27 17:41] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7798.94, Accuracy = 1.00, Loss = 0.042
[2019-11-27 17:41] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7693.88, Accuracy = 1.00, Loss = 0.024
[2019-11-27 17:41] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8540.06, Accuracy = 1.00, Loss = 0.022
[2019-11-27 17:41] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7887.74, Accuracy = 1.00, Loss = 0.020
[2019-11-27 17:41] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8849.33, Accuracy = 1.00, Loss = 0.018
[2019-11-27 17:41] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8053.75, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:41] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8365.47, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:41] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7394.10, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:41] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8137.37, Accuracy = 1.00, Loss = 0.013
[2019-11-27 17:41] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7320.90, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:41] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8059.31, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:41] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7974.79, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:41] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8405.42, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:41] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7413.40, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:41] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8420.84, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:41] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7982.74, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:41] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7665.86, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:41] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7722.54, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:41] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8208.03, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:41] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8265.02, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:41] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8472.00, Accuracy = 1.00, Loss = 0.005
----------------------------------------------INPUT LENGTH  5 ------------------------

[2019-11-27 17:41] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 6506.97, Accuracy = 0.13, Loss = 2.303
[2019-11-27 17:41] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8375.91, Accuracy = 0.24, Loss = 2.213
[2019-11-27 17:41] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7749.07, Accuracy = 0.09, Loss = 2.226
[2019-11-27 17:41] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7857.49, Accuracy = 0.16, Loss = 2.043
[2019-11-27 17:41] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 9077.51, Accuracy = 0.25, Loss = 1.623
[2019-11-27 17:41] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8371.47, Accuracy = 0.27, Loss = 1.682
[2019-11-27 17:41] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8270.37, Accuracy = 0.22, Loss = 1.558
[2019-11-27 17:41] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7708.57, Accuracy = 0.35, Loss = 1.458
[2019-11-27 17:41] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8293.24, Accuracy = 0.36, Loss = 1.304
[2019-11-27 17:41] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7589.46, Accuracy = 0.40, Loss = 1.316
[2019-11-27 17:41] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7912.38, Accuracy = 0.29, Loss = 1.334
[2019-11-27 17:41] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7626.77, Accuracy = 0.40, Loss = 1.218
[2019-11-27 17:41] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8223.12, Accuracy = 0.41, Loss = 1.178
[2019-11-27 17:41] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7363.17, Accuracy = 0.45, Loss = 1.101
[2019-11-27 17:41] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8241.55, Accuracy = 0.53, Loss = 1.009
[2019-11-27 17:41] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7954.11, Accuracy = 0.42, Loss = 1.050
[2019-11-27 17:41] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7841.77, Accuracy = 0.60, Loss = 0.927
[2019-11-27 17:41] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7995.58, Accuracy = 0.66, Loss = 0.900
[2019-11-27 17:41] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7458.30, Accuracy = 0.63, Loss = 0.866
[2019-11-27 17:41] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7810.05, Accuracy = 0.60, Loss = 0.877
[2019-11-27 17:41] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7826.33, Accuracy = 0.73, Loss = 0.822
[2019-11-27 17:41] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7494.22, Accuracy = 0.71, Loss = 0.768
[2019-11-27 17:41] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7657.22, Accuracy = 0.81, Loss = 0.698
[2019-11-27 17:41] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7494.12, Accuracy = 0.84, Loss = 0.676
[2019-11-27 17:41] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7597.52, Accuracy = 0.90, Loss = 0.600
[2019-11-27 17:41] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7498.09, Accuracy = 0.67, Loss = 0.760
[2019-11-27 17:41] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8050.00, Accuracy = 0.63, Loss = 0.726
[2019-11-27 17:41] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7976.09, Accuracy = 0.79, Loss = 0.615
[2019-11-27 17:41] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8130.84, Accuracy = 0.75, Loss = 0.652
[2019-11-27 17:41] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7749.63, Accuracy = 0.75, Loss = 0.668
[2019-11-27 17:41] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8268.84, Accuracy = 0.82, Loss = 0.590
[2019-11-27 17:41] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7960.72, Accuracy = 0.81, Loss = 0.585
[2019-11-27 17:41] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8262.22, Accuracy = 0.83, Loss = 0.548
[2019-11-27 17:41] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7910.63, Accuracy = 0.90, Loss = 0.494
[2019-11-27 17:41] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8489.55, Accuracy = 0.92, Loss = 0.462
[2019-11-27 17:41] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7504.38, Accuracy = 0.91, Loss = 0.431
[2019-11-27 17:41] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8066.09, Accuracy = 0.94, Loss = 0.395
[2019-11-27 17:41] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7734.44, Accuracy = 0.94, Loss = 0.397
[2019-11-27 17:41] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 6960.60, Accuracy = 0.95, Loss = 0.399
[2019-11-27 17:41] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7589.35, Accuracy = 0.97, Loss = 0.429
[2019-11-27 17:41] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8443.23, Accuracy = 0.93, Loss = 0.412
[2019-11-27 17:41] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7797.46, Accuracy = 0.98, Loss = 0.329
[2019-11-27 17:41] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7651.77, Accuracy = 0.97, Loss = 0.288
[2019-11-27 17:41] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 9246.35, Accuracy = 0.98, Loss = 0.246
[2019-11-27 17:41] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7946.70, Accuracy = 0.99, Loss = 0.234
[2019-11-27 17:41] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8455.19, Accuracy = 1.00, Loss = 0.229
[2019-11-27 17:41] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7696.96, Accuracy = 1.00, Loss = 0.216
[2019-11-27 17:41] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8137.00, Accuracy = 1.00, Loss = 0.224
[2019-11-27 17:41] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8160.12, Accuracy = 0.98, Loss = 0.230
[2019-11-27 17:41] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7865.55, Accuracy = 1.00, Loss = 0.197
[2019-11-27 17:41] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8102.12, Accuracy = 1.00, Loss = 0.174
[2019-11-27 17:41] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7615.73, Accuracy = 1.00, Loss = 0.174
[2019-11-27 17:41] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8061.97, Accuracy = 1.00, Loss = 0.161
[2019-11-27 17:41] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8005.83, Accuracy = 1.00, Loss = 0.131
[2019-11-27 17:41] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8051.33, Accuracy = 0.98, Loss = 0.192
[2019-11-27 17:41] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8131.08, Accuracy = 0.98, Loss = 0.159
[2019-11-27 17:41] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8161.36, Accuracy = 1.00, Loss = 0.141
[2019-11-27 17:41] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8232.83, Accuracy = 1.00, Loss = 0.112
[2019-11-27 17:41] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7831.36, Accuracy = 1.00, Loss = 0.122
[2019-11-27 17:41] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8749.67, Accuracy = 0.98, Loss = 0.162
[2019-11-27 17:41] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7542.97, Accuracy = 1.00, Loss = 0.129
[2019-11-27 17:41] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7775.55, Accuracy = 1.00, Loss = 0.083
[2019-11-27 17:41] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8156.90, Accuracy = 0.98, Loss = 0.145
[2019-11-27 17:41] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7772.06, Accuracy = 0.99, Loss = 0.122
[2019-11-27 17:41] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7447.23, Accuracy = 1.00, Loss = 0.093
[2019-11-27 17:41] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8038.67, Accuracy = 1.00, Loss = 0.091
[2019-11-27 17:41] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7635.77, Accuracy = 1.00, Loss = 0.077
[2019-11-27 17:41] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7777.36, Accuracy = 0.98, Loss = 0.089
[2019-11-27 17:41] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7229.32, Accuracy = 1.00, Loss = 0.066
[2019-11-27 17:41] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7583.89, Accuracy = 0.95, Loss = 0.139
[2019-11-27 17:41] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7870.74, Accuracy = 1.00, Loss = 0.106
[2019-11-27 17:41] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8050.97, Accuracy = 0.98, Loss = 0.080
[2019-11-27 17:41] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8019.70, Accuracy = 1.00, Loss = 0.050
[2019-11-27 17:41] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7695.09, Accuracy = 0.98, Loss = 0.112
[2019-11-27 17:41] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7829.76, Accuracy = 1.00, Loss = 0.059
[2019-11-27 17:41] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8018.98, Accuracy = 1.00, Loss = 0.054
[2019-11-27 17:41] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7351.48, Accuracy = 0.91, Loss = 0.144
[2019-11-27 17:41] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8306.71, Accuracy = 1.00, Loss = 0.047
[2019-11-27 17:41] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8021.14, Accuracy = 1.00, Loss = 0.039
[2019-11-27 17:41] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8281.21, Accuracy = 0.99, Loss = 0.086
[2019-11-27 17:41] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8363.13, Accuracy = 0.99, Loss = 0.061
[2019-11-27 17:41] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7527.21, Accuracy = 1.00, Loss = 0.045
[2019-11-27 17:41] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7987.37, Accuracy = 1.00, Loss = 0.018
[2019-11-27 17:41] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7492.65, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:41] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7731.21, Accuracy = 1.00, Loss = 0.015
[2019-11-27 17:41] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7846.70, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:41] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8147.00, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:41] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8402.39, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:41] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8156.78, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:41] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7784.57, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:41] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8205.77, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:41] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8935.79, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:41] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8245.22, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:41] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7789.43, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:41] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8198.38, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:41] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 7707.46, Accuracy = 1.00, Loss = 0.006
----------------------------------------------INPUT LENGTH  5 ------------------------

[2019-11-27 17:41] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 8179.02, Accuracy = 0.14, Loss = 2.307
